"gisds_case_reference","gisds_open_date","gisds_close_date","gisds_handler","gisds_case_category","gisds_severity_band","gisds_claimant","gisds_status","gisds_location","original_source","dq_case_id_status","dq_status_status","dq_category_mapping","dq_severity_mapping","picklist_case_type_flag","picklist_status_flag"
"1062","2022-04-03",NULL,"R.Smith","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1063","2022-04-04",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1064","2022-04-05",NULL,"A.Patel","OTHER","LOW","Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1065","2022-04-06",NULL,"S.Jones","OTHER",NULL,"Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1066","2022-04-07",NULL,"S.Jones","OTHER","LOW","Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1067","2022-04-08",NULL,"A.Patel","OTHER","LOW","Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1068","2022-04-09",NULL,"A.Patel","OTHER",NULL,"John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1069","2022-04-10",NULL,"S.Jones","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1070","2022-04-11",NULL,"R.Smith","OTHER",NULL,"Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1071","2022-04-12",NULL,"S.Jones","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1072","2022-04-13",NULL,"R.Smith","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1073","2022-04-14",NULL,"S.Jones","OTHER",NULL,"Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1074","2022-04-15",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1075","2022-04-16",NULL,"A.Patel","OTHER",NULL,"Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1076","2022-04-17",NULL,"R.Smith","OTHER","LOW","Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1077","2022-04-18",NULL,"R.Smith","OTHER","LOW","Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1078","2022-04-19",NULL,"A.Patel","OTHER","LOW","John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1079","2022-04-20",NULL,"S.Jones","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1080","2022-04-21",NULL,"R.Smith","OTHER",NULL,"Sarah","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1081","2022-04-22",NULL,"S.Jones","OTHER","LOW","Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1082","2022-04-23",NULL,"S.Jones","OTHER",NULL,"Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1083","2022-04-24",NULL,"A.Patel","OTHER",NULL,"Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1084","2022-04-25",NULL,"A.Patel","OTHER","LOW","Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1085","2022-04-26",NULL,"A.Patel","OTHER","LOW","Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1086","2022-04-27",NULL,"A.Patel","OTHER",NULL,"John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1087","2022-04-28",NULL,"A.Patel","OTHER",NULL,"Sarah","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1088","2022-04-29",NULL,"R.Smith","OTHER","LOW","Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1089","2022-04-30",NULL,"S.Jones","OTHER",NULL,"Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1090","2022-05-01",NULL,"R.Smith","OTHER","LOW","Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1091","2022-05-02",NULL,"S.Jones","OTHER",NULL,"Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1092","2022-05-03",NULL,"S.Jones","OTHER","LOW","Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1093","2022-05-04",NULL,"A.Patel","OTHER","LOW","Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1094","2022-05-05",NULL,"R.Smith","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1095","2022-05-06",NULL,"S.Jones","OTHER","LOW","Aisha","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1096","2022-05-07",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1097","2022-05-08",NULL,"A.Patel","OTHER",NULL,"Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1098","2022-05-09",NULL,"S.Jones","OTHER",NULL,"John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1099","2022-05-10",NULL,"A.Patel","OTHER","LOW","Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1100","2022-05-11",NULL,"S.Jones","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1101","2022-05-12",NULL,"A.Patel","OTHER","LOW","John","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1102","2022-05-13",NULL,"R.Smith","OTHER",NULL,"Michael","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1103","2022-05-14",NULL,"A.Patel","OTHER","LOW","Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1104","2022-05-15",NULL,"S.Jones","OTHER","LOW","Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1105","2022-05-16",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1106","2022-05-17",NULL,"R.Smith","OTHER",NULL,"Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1107","2022-05-18",NULL,"R.Smith","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1108","2022-05-19",NULL,"R.Smith","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1109","2022-05-20",NULL,"S.Jones","OTHER","LOW","John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1110","2022-05-21",NULL,"R.Smith","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1111","2022-05-22",NULL,"R.Smith","OTHER","LOW","John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1112","2022-05-23",NULL,"A.Patel","OTHER","LOW","Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1113","2022-05-24",NULL,"S.Jones","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1114","2022-05-25",NULL,"R.Smith","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1115","2022-05-26",NULL,"R.Smith","OTHER","LOW","John","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1116","2022-05-27",NULL,"A.Patel","OTHER","LOW","Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1117","2022-05-28",NULL,"A.Patel","OTHER","LOW","John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1118","2022-05-29",NULL,"R.Smith","OTHER",NULL,"Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1119","2022-05-30",NULL,"S.Jones","OTHER","LOW","Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1120","2022-05-31",NULL,"S.Jones","OTHER",NULL,"John","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1121","2022-06-01",NULL,"S.Jones","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1122","2022-06-02",NULL,"A.Patel","OTHER","LOW","Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1123","2022-06-03",NULL,"A.Patel","OTHER",NULL,"Aisha","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1124","2022-06-04",NULL,"S.Jones","OTHER","LOW","Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1125","2022-06-05",NULL,"A.Patel","OTHER",NULL,"Aisha","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1126","2022-06-06",NULL,"S.Jones","OTHER","LOW","Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1127","2022-06-07",NULL,"S.Jones","OTHER","LOW","Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1128","2022-06-08",NULL,"S.Jones","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1129","2022-06-09",NULL,"R.Smith","OTHER","LOW","Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1130","2022-06-10",NULL,"A.Patel","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1131","2022-06-11",NULL,"A.Patel","OTHER","LOW","Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1132","2022-06-12",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1133","2022-06-13",NULL,"A.Patel","OTHER",NULL,"John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1134","2022-06-14",NULL,"S.Jones","OTHER","LOW","Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1135","2022-06-15",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1136","2022-06-16",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1137","2022-06-17",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1138","2022-06-18",NULL,"A.Patel","OTHER","LOW","Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1139","2022-06-19",NULL,"S.Jones","OTHER","LOW","Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1140","2022-06-20",NULL,"R.Smith","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1141","2022-06-21",NULL,"R.Smith","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1142","2022-06-22",NULL,"S.Jones","OTHER","LOW","Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1143","2022-06-23",NULL,"A.Patel","OTHER","LOW","Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1144","2022-06-24",NULL,"R.Smith","OTHER",NULL,"John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1145","2022-06-25",NULL,"R.Smith","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1146","2022-06-26",NULL,"R.Smith","OTHER","LOW","Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1147","2022-06-27",NULL,"S.Jones","OTHER","LOW","Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1148","2022-06-28",NULL,"A.Patel","OTHER","LOW","Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1149","2022-06-29",NULL,"A.Patel","OTHER",NULL,"Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1150","2022-06-30",NULL,"A.Patel","OTHER","LOW","John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1151","2022-07-01",NULL,"R.Smith","OTHER","LOW","Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1152","2022-07-02",NULL,"R.Smith","OTHER","LOW","Sarah","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1153","2022-07-03",NULL,"R.Smith","OTHER",NULL,"Sarah","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1154","2022-07-04",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1155","2022-07-05",NULL,"R.Smith","OTHER","LOW","Aisha","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1156","2022-07-06",NULL,"S.Jones","OTHER","LOW","Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1157","2022-07-07",NULL,"S.Jones","OTHER","LOW","Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1158","2022-07-08",NULL,"S.Jones","OTHER",NULL,"Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1159","2022-07-09",NULL,"A.Patel","OTHER",NULL,"John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1160","2022-07-10",NULL,"R.Smith","OTHER","LOW","Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1161","2022-07-11",NULL,"A.Patel","OTHER","LOW","John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1162","2022-07-12",NULL,"A.Patel","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1163","2022-07-13",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1164","2022-07-14",NULL,"A.Patel","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1165","2022-07-15",NULL,"S.Jones","OTHER",NULL,"Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1166","2022-07-16",NULL,"A.Patel","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1167","2022-07-17",NULL,"A.Patel","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1168","2022-07-18",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1169","2022-07-19",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1170","2022-07-20",NULL,"R.Smith","OTHER","LOW","Aisha","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1171","2022-07-21",NULL,"S.Jones","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1172","2022-07-22",NULL,"S.Jones","OTHER",NULL,"Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1173","2022-07-23",NULL,"R.Smith","OTHER",NULL,"John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1174","2022-07-24",NULL,"S.Jones","OTHER",NULL,"Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1175","2022-07-25",NULL,"R.Smith","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1176","2022-07-26",NULL,"R.Smith","OTHER","LOW","John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1177","2022-07-27",NULL,"S.Jones","OTHER","LOW","Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1178","2022-07-28",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1179","2022-07-29",NULL,"R.Smith","OTHER",NULL,"Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1180","2022-07-30",NULL,"R.Smith","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1181","2022-07-31",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1182","2022-08-01",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1183","2022-08-02",NULL,"S.Jones","OTHER","LOW","Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1184","2022-08-03",NULL,"S.Jones","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1185","2022-08-04",NULL,"R.Smith","OTHER",NULL,"John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1186","2022-08-05",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1187","2022-08-06",NULL,"R.Smith","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1188","2022-08-07",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1189","2022-08-08",NULL,"S.Jones","OTHER","LOW","John","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1190","2022-08-09",NULL,"A.Patel","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1191","2022-08-10",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1192","2022-08-11",NULL,"S.Jones","OTHER",NULL,"Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1193","2022-08-12",NULL,"R.Smith","OTHER",NULL,"Aisha","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1194","2022-08-13",NULL,"A.Patel","OTHER","LOW","Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1195","2022-08-14",NULL,"S.Jones","OTHER",NULL,"John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1196","2022-08-15",NULL,"A.Patel","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1197","2022-08-16",NULL,"A.Patel","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1198","2022-08-17",NULL,"A.Patel","OTHER",NULL,"Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1199","2022-08-18",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1200","2022-08-19",NULL,"S.Jones","OTHER",NULL,"Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1201","2022-08-20",NULL,"A.Patel","OTHER",NULL,"Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1202","2022-08-21",NULL,"A.Patel","OTHER","LOW","John","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1203","2022-08-22",NULL,"R.Smith","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1204","2022-08-23",NULL,"A.Patel","OTHER",NULL,"Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1205","2022-08-24",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1206","2022-08-25",NULL,"R.Smith","OTHER","LOW","Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1207","2022-08-26",NULL,"A.Patel","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1208","2022-08-27",NULL,"S.Jones","OTHER",NULL,"John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1209","2022-08-28",NULL,"A.Patel","OTHER",NULL,"Aisha","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1210","2022-08-29",NULL,"R.Smith","OTHER","LOW","Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1211","2022-08-30",NULL,"R.Smith","OTHER",NULL,"Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1212","2022-08-31",NULL,"R.Smith","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1213","2022-09-01",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1214","2022-09-02",NULL,"R.Smith","OTHER","LOW","Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1215","2022-09-03",NULL,"S.Jones","OTHER","LOW","John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1216","2022-09-04",NULL,"S.Jones","OTHER",NULL,"Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1217","2022-09-05",NULL,"A.Patel","OTHER","LOW","Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1218","2022-09-06",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1219","2022-09-07",NULL,"A.Patel","OTHER",NULL,"John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
